"","timestamp","code","i01","i02r","i03","i04","i05","i06r","i07","i08","i09","i10","n_facebook_friends","n_hangover","age","sex","extra_single_item","time_conversation","presentation","n_party","clients","extra_vignette","extra_description","prop_na_per_row","extra_mean","extra_median","client_freq"
"139","03.03.2016 15:36:43","APW",2,2,1,4,3,2,3,3,2,2,NA,15,30,"Frau",3,30,"nein",24,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",5,0.0434782608695652,2.4,2,"5"
"140","03.03.2016 15:36:48","",3,3,3,2,2,2,3,4,4,2,350,40,21,"Mann",2,3,"nein",50,"im Schnitt 1 Mal pro Monat","passt insgesamt",5,0,2.8,3,"2"
"141","03.03.2016 15:36:50","GFM",3,3,4,3,3,3,3,4,4,2,500,4,24,"Frau",3,NA,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,3.2,3,"5"
"142","03.03.2016 15:36:52","",3,3,1,4,3,3,4,3,3,3,NA,1,42,"Frau",3,10,"nein",NA,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",3,0.0434782608695652,3,3,"1"
"143","03.03.2016 15:36:58","TPM",4,3,2,3,3,3,3,3,4,1,250,NA,21,"Frau",2,10,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",6,0,2.9,3,"5"
"144","03.03.2016 15:37:01","LBB",1,1,3,1,2,1,2,2,1,3,300,10,23,"Frau",2,5,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,1.7,1.5,"5"
"145","03.03.2016 15:37:03","PSA",4,4,2,4,2,4,2,3,3,1,200,10,22,"Frau",2,NA,"nein",17,"im Schnitt 1 Mal pro Woche","keine Antwort",7,0,2.9,3,"3"
"146","03.03.2016 15:37:10","MEF",3,3,2,4,4,2,4,2,3,3,397,8,22,"Mann",4,5,"nein",10,"im Schnitt 1 Mal pro Woche","keine Antwort",5,0,3,3,"3"
"147","03.03.2016 15:37:10","CBF",4,4,2,3,3,4,3,3,3,1,233,0,23,"Frau",2,3,"nein",12,"im Schnitt mehrfach pro Tag","keine Antwort",4,0,3,3,"5"
"148","03.03.2016 15:37:11","jda",3,2,1,3,1,1,2,3,4,1,100,0,22,"Frau",1,60,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",7,0,2.1,2,"5"
"149","03.03.2016 15:37:13","pcg",4,4,1,4,4,4,4,3,4,3,NA,10,21,"Frau",4,1,"nein",5,"","passt insgesamt",2,0.0434782608695652,3.5,4,NA
"150","03.03.2016 15:38:13","",3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",7,0,3,3,"5"
"151","03.03.2016 15:38:15","FWD",3,3,2,4,4,3,3,3,3,3,400,8,25,"Mann",3,5,"ja",18,"im Schnitt mehrfach pro Tag","keine Antwort",3,0,3.1,3,"5"
"152","03.03.2016 15:38:40","",3,3,2,3,3,3,3,4,4,2,519,4,22,"Frau",3,5,"nein",10,"im Schnitt 1 Mal pro Tag","passt insgesamt",3,0,3,3,"4"
"153","03.03.2016 15:39:31","",3,4,4,4,3,4,3,4,3,2,700,100,25,"Mann",3,NA,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,3.4,3.5,"5"
"154","03.03.2016 15:42:25","FWD",4,3,3,4,4,4,4,4,4,3,230,0,20,"Frau",4,5,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.7,4,"5"
"155","03.03.2016 20:10:44","",3,2,2,3,2,2,3,1,3,2,300,4,28,"Mann",3,10,"nein",2,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",5,0,2.3,2,"3"
"156","04.03.2016 11:35:22","DDP",3,3,1,3,3,3,3,2,4,1,214,3,24,"Frau",2,60,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",6,0,2.6,3,"5"
"157","05.03.2016 09:45:51","",1,3,1,3,1,2,2,2,3,2,64,2,28,"Frau",2,12,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",5,0,2,2,"3"
"158","05.03.2016 09:54:07","HDE",3,2,1,2,2,1,3,1,3,1,NA,0,25,"Mann",3,5,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",7,0.0434782608695652,1.9,2,"3"
"159","05.03.2016 09:55:14","",3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",7,0,3,3,"5"
"160","06.03.2016 12:28:29","JKF",3,3,1,3,3,3,2,2,4,2,3,5,34,"Frau",3,10,"nein",2,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,2.6,3,"5"
"161","06.03.2016 14:38:53","HEL",3,3,1,3,3,3,3,3,3,1,NA,NA,40,"Mann",1,NA,"ja",NA,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",NA,0.0869565217391304,2.6,3,"4"
"162","06.03.2016 23:25:24","ABM",2,4,3,3,3,3,3,3,3,2,350,2,25,"Frau",3,5,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,2.9,3,"5"
"163","07.03.2016 19:14:19","",4,4,2,4,4,3,4,4,4,2,300,4,22,"Frau",4,5,"ja",20,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0,3.5,4,"3"
"164","07.03.2016 19:14:35","",3,3,1,4,4,3,4,4,3,3,500,15,22,"Mann",4,2,"ja",12,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.2,3,"5"
"165","07.03.2016 19:14:37","NTD",4,2,3,4,4,4,4,4,4,2,900,0,22,"Mann",3,5,"ja",10,"im Schnitt mehrfach pro Tag","passt insgesamt",4,0,3.5,4,"5"
"166","07.03.2016 19:14:45","DBL",4,3,4,4,3,4,3,2,2,3,250,5,25,"Mann",3,15,"nein",5,"im Schnitt mehrfach pro Tag","keine Antwort",4,0,3.2,3,"5"
"167","07.03.2016 19:14:45","HWH",4,4,2,4,4,4,3,2,4,2,NA,2,23,"Frau",4,5,"ja",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0.0434782608695652,3.3,4,"3"
"168","07.03.2016 19:15:13","SMD",3,2,1,2,2,2,4,1,4,2,NA,0,24,"Mann",3,10,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0.0434782608695652,2.3,2,"5"
"169","07.03.2016 19:15:14","",2,4,1,4,3,3,3,2,4,3,350,1,22,"Frau",3,10,"nein",5,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0,2.9,3,"5"
"170","07.03.2016 19:15:18","MKB ",4,3,2,3,3,2,3,3,4,2,788,3,26,"Frau",3,2,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,2.9,3,"5"
"171","07.03.2016 19:15:22","VHD",4,4,3,4,4,4,3,4,4,3,600,8,25,"Frau",4,10,"ja",30,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.7,4,"5"
"172","07.03.2016 19:15:23","",3,3,1,3,3,3,2,3,4,3,25,1,27,"Frau",3,5,"nein",1,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",3,0,2.8,3,"5"
"173","07.03.2016 19:15:27","MNA",3,3,3,3,3,3,2,3,3,2,1013,5,22,"Frau",2,20,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,2.8,3,"3"
"174","07.03.2016 19:15:48","JPE",3,3,3,3,2,4,3,4,4,2,500,70,24,"Mann",3,10,"ja",80,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.1,3,"5"
"175","07.03.2016 19:15:49","CAF",3,4,3,4,4,4,2,3,3,3,NA,10,24,"Frau",4,20,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0.0434782608695652,3.3,3,"5"
"176","07.03.2016 19:15:49","LTA",4,3,1,4,3,3,3,3,3,2,647,2,22,"Frau",3,5,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,2.9,3,"5"
"177","07.03.2016 19:15:55","",4,4,2,4,3,4,3,3,4,2,NA,3,23,"Frau",4,15,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",2,0.0434782608695652,3.3,3.5,"5"
"178","07.03.2016 19:16:04","LTA",4,3,1,4,3,3,3,3,3,2,647,2,22,"Frau",3,5,"nein",15,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,2.9,3,"5"
"179","07.03.2016 19:16:40","CMH",4,3,2,4,4,3,4,4,4,4,NA,3,28,"Mann",4,1,"ja",25,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0.0434782608695652,3.6,4,"5"
"180","07.03.2016 19:17:02","AED",3,3,1,2,2,3,2,3,2,1,100,NA,25,"Frau",2,NA,"nein",NA,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",4,0,2.2,2,"5"
"181","07.03.2016 19:17:49","",4,4,2,3,3,4,3,4,4,2,0,15,23,"Mann",2,15,"nein",20,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",4,0,3.3,3.5,"4"
"182","07.03.2016 19:17:53","",3,3,1,3,4,3,3,3,3,2,228,6,23,"Frau",4,15,"nein",12,"im Schnitt 1 Mal pro Monat","passt insgesamt",NA,0.0434782608695652,2.8,3,"2"
"183","07.03.2016 19:18:32","mzz",3,3,1,3,3,3,3,4,3,2,NA,0,25,"Frau",3,5,"nein",5,"im Schnitt 1 Mal pro Tag","passt insgesamt",3,0.0434782608695652,2.8,3,"4"
"184","07.03.2016 20:30:21","HWH",4,4,2,4,4,4,3,2,4,2,NA,2,23,"Frau",4,5,"ja",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0.0434782608695652,3.3,4,"3"
"185","08.03.2016 07:35:21","",3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,0.0434782608695652,3,3,"5"
"186","08.03.2016 13:03:10","AKL",3,3,2,3,3,3,3,3,4,2,425,80,23,"Mann",2,NA,"ja",100,"im Schnitt mehrfach pro Tag","",5,0,2.9,3,"5"
"187","08.03.2016 13:04:12","",3,3,1,3,4,3,3,3,3,1,NA,12,28,"Mann",NA,20,"ja",12,"im Schnitt 1 Mal pro Woche","passt insgesamt",NA,0.130434782608696,2.7,3,"3"
"188","08.03.2016 13:05:16","FFU",4,3,2,3,3,3,3,3,4,3,650,15,20,"Mann",2,NA,"ja",30,"im Schnitt mehrfach pro Tag","keine Antwort",2,0,3.1,3,"5"
"189","08.03.2016 13:06:55","RSR",4,4,2,4,4,4,4,4,4,2,NA,70,23,"Mann",4,NA,"ja",90,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,0.0869565217391304,3.6,4,"5"
"190","08.03.2016 13:06:59","UBG",3,4,3,3,3,4,3,3,2,2,563,40,25,"Mann",3,NA,"ja",40,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3,3,"5"
"191","08.03.2016 13:07:00","TAI",3,3,3,3,2,3,3,3,3,2,436,40,25,"Mann",3,NA,"ja",10,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",3,0,2.8,3,"1"
"192","08.03.2016 13:07:01","CKH",3,3,2,2,2,3,2,2,4,1,400,0,24,"Frau",2,5,"nein",4,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",4,0,2.4,2,"5"
"193","08.03.2016 13:07:13","DWW",4,4,3,4,3,3,3,3,3,4,350,24,24,"Mann",3,10,"nein",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0,3.4,3,"3"
"194","08.03.2016 13:07:21","FBB",4,3,1,4,3,3,3,3,4,3,250,9,23,"Mann",3,NA,"ja",NA,"im Schnitt 1 Mal pro Tag","passt insgesamt",3,0,3.1,3,"4"
"195","08.03.2016 13:07:21","SPK",3,4,1,2,2,2,3,2,1,1,35,0,22,"Frau",1,NA,"nein",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",6,0,2.1,2,"3"
"196","08.03.2016 13:07:48","Per",3,3,3,2,3,3,2,3,3,2,NA,NA,24,"Frau",2,NA,"ja",NA,"im Schnitt mehrfach pro Tag","keine Antwort",3,0.0434782608695652,2.7,3,"5"
"197","08.03.2016 13:08:44","wbt",2,2,2,3,3,3,3,2,2,2,NA,1,37,"Frau",3,10,"nein",5,"","keine Antwort",4,0.0434782608695652,2.4,2,NA
"198","08.03.2016 21:57:52","HKG",4,4,2,3,3,3,3,4,4,2,350,30,30,"Frau",3,10,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.2,3,"5"
"199","09.03.2016 17:23:42","PDG",4,3,3,4,3,3,4,2,3,2,150,2,22,"Mann",3,40,"ja",2,"im Schnitt mehrfach pro Tag","keine Antwort",3,0,3.1,3,"5"
"200","09.03.2016 18:29:10","MSM",3,3,4,3,3,3,2,3,3,1,625,9,23,"Frau",1,10,"nein",48,"im Schnitt 1 Mal pro Quartal (oder weniger)","keine Antwort",4,0,2.8,3,"1"
"201","09.03.2016 20:32:20","",4,3,3,4,3,3,2,2,3,2,80,0,37,"Frau",1,50,"nein",3,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",5,0,2.9,3,"5"
"202","09.03.2016 21:46:08","RNC",3,4,1,3,2,3,3,2,2,1,NA,1,25,"Frau",2,45,"nein",3,"im Schnitt 1 Mal pro Tag","keine Antwort",4,0.0434782608695652,2.4,2.5,"4"
"203","10.03.2016 21:04:10","JMF",3,3,1,3,2,3,3,2,4,2,NA,1,29,"Mann",2,5,"ja",10,"im Schnitt mehrfach pro Tag","keine Antwort",4,0.0434782608695652,2.6,3,"5"
"204","10.03.2016 21:04:34","JGW",4,4,1,3,3,3,3,3,3,2,215,1,28,"Frau",2,15,"nein",10,"im Schnitt mehrfach pro Tag","keine Antwort",4,0,2.9,3,"5"
"205","10.03.2016 22:11:50","ALV",3,2,4,3,2,3,4,3,4,3,157,10,24,"Frau",3,NA,"ja",20,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,3.1,3,"5"
"206","11.03.2016 20:01:45","",1,3,1,4,4,3,4,3,4,4,700,2,25,"Frau",4,5,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0,3.1,3.5,"5"
"207","11.03.2016 20:02:17","KNB",4,4,2,4,4,3,4,4,4,3,300,3,21,"Frau",4,1,"ja",15,"im Schnitt mehrfach pro Tag","keine Antwort",1,0,3.6,4,"5"
"208","11.03.2016 20:02:41","RSL",3,4,2,4,3,4,3,3,4,4,250,0,23,"Frau",3,3,"ja",15,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0,3.4,3.5,"3"
"209","11.03.2016 20:02:42","JKL",4,4,4,4,4,4,3,4,4,4,600,6,21,"Frau",3,5,"ja",45,"im Schnitt 1 Mal pro Tag","passt insgesamt",1,0,3.9,4,"4"
"210","11.03.2016 20:02:43","JWW",4,4,1,4,4,4,4,2,3,3,300,1,23,"Frau",3,15,"ja",3,"im Schnitt 1 Mal pro Tag","passt insgesamt",1,0,3.3,4,"4"
"211","11.03.2016 20:02:57","GKF",4,4,4,3,3,3,3,4,4,1,300,5,21,"Frau",1,60,"nein",30,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt nicht",5,0,3.3,3.5,"1"
"212","11.03.2016 20:03:10","DGM",3,2,3,2,3,2,3,2,2,2,400,10,35,"Mann",1,20,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",3,0,2.4,2,"3"
"213","11.03.2016 20:03:12","Jwa",3,3,2,3,3,3,3,3,4,3,91,2,24,"Frau",3,10,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3,3,"3"
"214","11.03.2016 20:03:32","",3,3,2,3,3,3,3,3,3,3,300,4,25,"Frau",3,3,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0,2.9,3,"3"
"215","11.03.2016 20:03:49","",4,4,1,4,3,4,2,3,4,2,150,5,24,"Frau",3,180,"ja",10,"im Schnitt mehrfach pro Tag","keine Antwort",1,0,3.1,3.5,"5"
"216","11.03.2016 20:03:54","CLM",4,3,1,4,4,4,4,4,4,2,350,4,24,"Frau",3,3,"ja",12,"im Schnitt 1 Mal pro Tag","passt insgesamt",2,0,3.4,4,"4"
"217","11.03.2016 20:03:57","WSW",3,3,1,3,3,2,3,3,3,1,90,2,34,"Frau",3,30,"nein",24,"im Schnitt mehrfach pro Tag","passt insgesamt",3,0,2.5,3,"5"
"218","11.03.2016 20:04:03","",4,3,1,3,2,3,3,4,4,2,178,5,33,"Mann",2,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,2.9,3,"5"
"219","11.03.2016 20:04:09","KEI",4,4,1,3,3,3,2,3,3,1,200,4,29,"Frau",2,20,"nein",12,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",3,0,2.7,3,"4"
"220","11.03.2016 20:04:28","RPB",3,4,1,3,3,3,2,3,3,2,NA,2,38,"Frau",3,5,"nein",2,"im Schnitt 1 Mal pro Tag","passt insgesamt",3,0.0434782608695652,2.7,3,"4"
"221","11.03.2016 20:04:29","EKM",4,4,1,4,3,4,3,3,3,2,450,6,23,"",3,5,"nein",24,"im Schnitt 1 Mal pro Woche","keine Antwort",2,0,3.1,3,"3"
"222","11.03.2016 20:04:29","HFF",4,3,2,4,4,3,3,3,3,3,35,1,33,"Mann",4,30,"ja",5,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0,3.2,3,"5"
"223","11.03.2016 20:04:47","SPB",3,3,3,3,3,2,4,3,3,2,200,5,29,"Frau",4,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0,2.9,3,"5"
"224","11.03.2016 20:04:58","gam",4,4,2,3,2,3,4,4,4,1,250,2,26,"Frau",2,3,"nein",30,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",5,0,3.1,3.5,"5"
"225","11.03.2016 20:05:09","DRR",3,3,1,3,3,3,2,3,3,2,NA,3,37,"Frau",2,35,"nein",10,"im Schnitt 1 Mal pro Woche","keine Antwort",4,0.0434782608695652,2.6,3,"3"
"226","11.03.2016 20:05:30","Shr ",4,3,4,3,3,3,4,4,3,3,370,20,25,"Frau",3,10,"ja",25,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.4,3,"5"
"227","11.03.2016 20:05:36","YUM",4,4,1,3,3,3,2,2,3,1,100,3,25,"Frau",2,15,"nein",2,"im Schnitt 1 Mal pro Woche","keine Antwort",4,0,2.6,3,"3"
"228","11.03.2016 20:06:01","WKM",3,3,3,3,3,3,3,3,3,2,200,3,23,"Frau",2,NA,"nein",10,"im Schnitt mehrfach pro Tag","passt insgesamt",5,0,2.9,3,"5"
"229","12.03.2016 10:12:26","AAD",3,2,1,4,3,1,2,1,2,1,NA,0,19,"Frau",1,20,"nein",0,"","passt insgesamt",6,0.0434782608695652,2,2,NA
"230","14.03.2016 20:38:48","Rwe",3,3,1,3,3,3,4,3,4,4,NA,3,36,"Mann",3,15,"nein",20,"im Schnitt 1 Mal pro Woche","keine Antwort",2,0.0434782608695652,3.1,3,"3"
"231","15.03.2016 07:39:10","",3,3,4,2,2,2,4,4,4,2,480,106,24,"Mann",2,15,"ja",150,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,0.0434782608695652,3,3,"5"
"232","15.03.2016 17:37:25","RHF",3,3,3,3,3,4,3,2,4,1,NA,1,29,"Frau",3,30,"ja",10,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",4,0.0434782608695652,2.9,3,"5"
"233","17.03.2016 11:48:40","",3,3,1,3,3,2,3,3,3,2,555,10,22,"Frau",2,15,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",4,0,2.6,3,"5"
"234","17.03.2016 13:15:39","JAD",4,4,2,4,3,2,2,4,4,2,NA,12,33,"Frau",2,30,"nein",24,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",4,0.0434782608695652,3.1,3.5,"5"
"235","19.03.2016 13:33:17","",4,4,1,4,4,4,3,4,4,4,NA,5,32,"Frau",4,5,"ja",30,"im Schnitt 1 Mal pro Woche","passt insgesamt",1,0.0434782608695652,3.6,4,"3"
"236","19.03.2016 14:43:08","HMD",3,4,1,3,4,4,3,4,3,3,150,0,39,"Mann",4,1,"ja",12,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",2,0,3.2,3,"1"
"237","19.03.2016 14:43:13","SKS",2,2,1,2,2,2,3,2,3,2,NA,NA,31,"Frau",3,10,"ja",4,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0.0434782608695652,2.1,2,"5"
"238","19.03.2016 15:01:13","RBL",4,4,1,4,4,4,3,3,3,3,NA,0,42,"Mann",3,10,"ja",5,"im Schnitt 1 Mal pro Woche","passt insgesamt",1,0.0434782608695652,3.3,3.5,"3"
"239","19.03.2016 17:11:55","MKH",4,2,2,4,4,3,3,4,3,1,400,4,25,"Frau",3,1,"ja",15,"im Schnitt 1 Mal pro Monat","passt insgesamt",2,0,3,3,"2"
"240","20.03.2016 21:58:30","WAP",3,2,1,2,3,3,2,1,2,1,300,0,19,"Mann",2,30,"ja",1,"","passt insgesamt",4,0,2,2,NA
"241","21.03.2016 14:46:17","JNM",4,4,1,4,3,3,3,4,4,3,800,3,22,"Frau",3,15,"ja",18,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3.3,3.5,"3"
"242","21.03.2016 14:46:19","MSL",4,4,2,3,3,4,3,4,4,2,1200,5,20,"Frau",NA,15,"nein",30,"","passt insgesamt",3,0.0434782608695652,3.3,3.5,NA
"243","21.03.2016 14:51:48","tpb",2,1,1,2,2,1,3,3,4,1,40,0,18,"Frau",2,5,"ja",6,"","",5,0,2,2,NA
"244","21.03.2016 14:52:43","",3,1,2,3,3,2,4,2,3,2,500,5,20,"Mann",3,20,"nein",15,"im Schnitt 1 Mal pro Woche","passt insgesamt nicht",4,0,2.5,2.5,"3"
"245","21.03.2016 14:53:19","MBU",3,3,4,3,3,3,3,4,4,3,500,10,18,"",2,30,"nein",30,"im Schnitt 1 Mal pro Woche","passt insgesamt",2,0,3.3,3,"3"
"246","21.03.2016 14:53:30","WKM",3,3,1,3,2,2,2,1,3,1,200,0,19,"Frau",1,5,"nein",1,"","keine Antwort",4,0,2.1,2,NA
"247","21.03.2016 14:53:58","",2,1,2,3,3,1,2,1,4,1,300,4,27,"Mann",3,30,"ja",2,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt nicht",5,0,2,2,"1"
"248","21.03.2016 14:54:29","",4,2,1,3,4,3,3,4,4,2,180,6,20,"Mann",4,30,"ja",20,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3,3,"3"
"249","21.03.2016 14:54:30","KKO",4,3,2,3,3,3,3,3,4,3,477,3,18,"Frau",2,5,"nein",37,"im Schnitt 1 Mal pro Woche","keine Antwort",2,0,3.1,3,"3"
"250","21.03.2016 14:54:44","",3,2,1,3,3,3,2,2,2,1,450,0,19,"Frau",2,30,"ja",10,"im Schnitt 1 Mal pro Woche","passt insgesamt",4,0,2.2,2,"3"
"251","21.03.2016 14:54:46","",3,2,1,4,4,4,3,3,4,2,60,1,26,"Frau",2,NA,"nein",3,"im Schnitt 1 Mal pro Monat","passt insgesamt nicht",2,0,3,3,"2"
"252","21.03.2016 14:54:57","",4,3,1,3,4,3,3,3,3,3,1200,10,20,"Mann",4,5,"nein",20,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3,3,"5"
"253","21.03.2016 14:55:19","JTO",3,3,3,2,2,3,2,3,3,2,356,2,19,"Frau",2,60,"nein",25,"","passt insgesamt nicht",4,0,2.6,3,NA
"254","21.03.2016 14:55:33","MSE",3,3,3,3,2,3,4,3,4,2,170,0,18,"Frau",2,120,"nein",10,"im Schnitt 1 Mal pro Quartal (oder weniger)","keine Antwort",2,0,3,3,"1"
"255","21.03.2016 14:55:35","",3,4,3,4,3,4,3,3,3,2,1100,0,21,"Mann",3,10,"ja",7,"","keine Antwort",3,0,3.2,3,NA
"256","21.03.2016 15:02:52","GPO",4,4,3,4,4,2,4,4,4,2,2222,6,18,"Frau",3,2,"ja",20,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3.5,4,"3"
"257","21.03.2016 15:21:09","TMM",3,4,3,4,4,3,4,3,4,4,800,10,20,"Frau",3,10,"ja",20,"","passt insgesamt",2,0,3.6,4,NA
"258","21.03.2016 15:21:39","",3,3,1,4,2,2,4,4,2,2,200,50,24,"Mann",3,5,"ja",40,"Nö","passt insgesamt",2,0,2.7,2.5,"0"
"259","21.03.2016 15:21:44","HBM",3,2,3,2,2,2,2,3,3,2,341,3,19,"Mann",2,30,"nein",4,"im Schnitt 1 Mal pro Woche","passt insgesamt",4,0,2.4,2,"3"
"260","21.03.2016 15:21:50","",4,3,1,4,3,3,3,4,4,2,0,50,24,"Mann",2,10,"nein",50,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3.1,3,"3"
"261","21.03.2016 15:22:32","",4,4,3,3,4,3,3,4,3,4,618,50,20,"Mann",2,10,"nein",50,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",1,0,3.5,3.5,"1"
"262","21.03.2016 15:22:36","",4,3,2,4,4,3,4,4,4,3,326,40,22,"Frau",3,5,"ja",60,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.5,4,"5"
"263","21.03.2016 15:22:47","MHL",3,4,2,4,3,4,3,2,3,2,327,2,20,"Mann",4,5,"ja",2,"im Schnitt 1 Mal pro Woche","passt insgesamt",3,0,3,3,"3"
"264","21.03.2016 15:22:50","IPM",3,3,1,4,3,3,3,2,3,1,NA,0,20,"Frau",2,10,"nein",8,"im Schnitt 1 Mal pro Tag","passt insgesamt nicht",3,0.0434782608695652,2.6,3,"4"
"265","21.03.2016 15:22:55","",3,3,4,3,3,3,3,4,4,3,876,30,20,"Mann",3,5,"nein",50,"im Schnitt mehrfach pro Tag","passt insgesamt",2,0,3.3,3,"5"
"266","21.03.2016 15:23:09","",3,2,1,3,3,3,3,3,3,3,25,30,19,"Frau",3,5,"nein",30,"im Schnitt mehrfach pro Tag","keine Antwort",2,0,2.7,3,"5"
"267","21.03.2016 15:23:34","UNF",4,3,1,3,3,3,4,4,4,3,150,40,19,"Frau",2,7,"nein",40,"im Schnitt 1 Mal pro Monat","passt insgesamt nicht",5,0,3.2,3,"2"
"268","21.03.2016 15:23:53","DGG",3,3,1,4,4,3,3,2,4,4,600,2,21,"Mann",3,5,"ja",12,"im Schnitt mehrfach pro Tag","passt insgesamt",1,0,3.1,3,"5"
"269","21.03.2016 15:24:04","GLM",3,3,1,2,2,3,1,4,3,1,NA,12,19,"Frau",1,5,"nein",35,"","",3,0.0434782608695652,2.3,2.5,NA
"270","21.03.2016 15:25:00","PKM",3,2,2,2,2,2,2,2,2,2,257,0,19,"Frau",2,NA,"ja",NA,"","passt insgesamt nicht",3,0,2.1,2,NA
"271","21.03.2016 15:25:39","partymaus21",4,3,1,4,3,3,3,3,4,3,450,12,21,"Frau",3,7,"nein",30,"im Schnitt 1 Mal pro Woche","keine Antwort",2,0,3.1,3,"3"
"272","21.03.2016 15:26:32","Cfl",4,4,2,3,4,3,3,2,3,1,350,NA,20,"Frau",3,2,"nein",2,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",2,0,2.9,3,"1"
"273","21.03.2016 15:26:45","UWM",2,3,2,2,2,1,3,2,4,2,140,1,21,"Frau",1,10,"nein",8,"im Schnitt mehrfach pro Tag","passt insgesamt",4,0,2.3,2,"5"
"274","21.03.2016 15:27:03","tpp",4,4,2,3,4,4,3,4,4,4,618,50,20,"Mann",3,NA,"nein",NA,"im Schnitt 1 Mal pro Quartal (oder weniger)","passt insgesamt",1,0,3.6,4,"1"
